criticality_score,group_id,legal_relation_count,max_damage_potential,max_threat,mean_cost_delta,mean_harm_delta,mean_total_return_delta,min_time_to_impact,rollouts,scenario,source_seed,split,state_id,step_fraction,unit_index
6.964584724402416,task14b/seed8/time_pressure/episode15/step17/unit2,7,1.163158743066868,0.9574658883166833,0.3984232246875763,-10.15621566772461,5.565872669219971,0.4056861206162278,32,time_pressure,8,train,task14b/seed8/time_pressure/episode15/step17,0.34,2
6.8801723772857075,task14b/seed8/time_pressure/episode39/step18/unit2,4,1.295918562771619,0.90672869401288,0.4302002191543579,-7.579222679138184,7.933283805847168,0.3190883144585419,32,time_pressure,8,test,task14b/seed8/time_pressure/episode39/step18,0.36,2
5.919350730277547,task14b/seed8/time_pressure/episode36/step32/unit2,1,1.2282729712748586,0.8804552953576229,0.5,-21.318069458007812,15.959436416625977,0.379668632231204,32,time_pressure,8,validation,task14b/seed8/time_pressure/episode36/step32,0.64,2
5.884320613947498,task14b/seed8/time_pressure/episode17/step37/unit2,2,1.2148012592477435,0.9226218522947987,0.46939897537231445,-10.235343933105469,8.746928215026855,0.12496912280254062,32,time_pressure,8,train,task14b/seed8/time_pressure/episode17/step37,0.74,2
4.50187915233081,task14b/seed8/time_pressure/episode44/step46/unit2,1,0.9803590056775698,0.8291891085283781,0.5,-18.52903938293457,13.016607284545898,0.1378927540523512,32,time_pressure,8,test,task14b/seed8/time_pressure/episode44/step46,0.92,2
4.312646206618159,task14b/seed8/time_pressure/episode22/step20/unit2,5,1.0735459181578906,0.9728734078736132,0.3661322593688965,-2.131309986114502,-4.158331394195557,0.9707741695641435,32,time_pressure,8,test,task14b/seed8/time_pressure/episode22/step20,0.4,2
4.2142713766175595,task14b/seed8/time_pressure/episode2/step20/unit2,2,1.1348991614772421,0.7702088293220459,0.4105566143989563,-13.33537769317627,16.950557708740234,0.8916736009180078,32,time_pressure,8,test,task14b/seed8/time_pressure/episode2/step20,0.4,2
4.19561104074681,task14b/seed8/time_pressure/episode15/step24/unit0,4,0.8264114158217811,0.6403915745920172,2.4144301414489746,-6.980512619018555,16.88405418395996,0.5241938951492129,32,time_pressure,8,train,task14b/seed8/time_pressure/episode15/step24,0.48,0
4.19561104074681,task14b/seed8/time_pressure/episode15/step24/unit2,4,0.8264114158217811,0.6403915745920172,0.9609667062759399,-4.317619323730469,9.488937377929688,0.5241938951492129,32,time_pressure,8,train,task14b/seed8/time_pressure/episode15/step24,0.48,2
4.048864912218953,task14b/seed8/time_pressure/episode34/step27/unit2,4,0.9289963911842112,0.9386628815315032,0.46074968576431274,-10.043839454650879,10.539531707763672,0.02807038538863627,32,time_pressure,8,validation,task14b/seed8/time_pressure/episode34/step27,0.54,2
3.553349983742555,task14b/seed8/time_pressure/episode38/step24/unit0,7,0.6255100271413614,0.8756300271953296,0.5140144228935242,-4.04471492767334,5.752050399780273,0.5773952590859838,32,time_pressure,8,train,task14b/seed8/time_pressure/episode38/step24,0.48,0
3.553349983742555,task14b/seed8/time_pressure/episode38/step24/unit2,7,0.6255100271413614,0.8756300271953296,0.3645727038383484,-6.6684160232543945,7.7947235107421875,0.5773952590859838,32,time_pressure,8,train,task14b/seed8/time_pressure/episode38/step24,0.48,2
3.473239064156852,task14b/seed8/time_pressure/episode28/step19/unit0,11,0.742201312317146,0.9870604811925772,0.21961906552314758,-1.7326405048370361,-0.24528849124908447,0.9039462044292209,32,time_pressure,8,train,task14b/seed8/time_pressure/episode28/step19,0.38,0
3.473239064156852,task14b/seed8/time_pressure/episode28/step19/unit1,11,0.742201312317146,0.9870604811925772,0.5199213624000549,-4.993762969970703,3.02164888381958,0.9039462044292209,32,time_pressure,8,train,task14b/seed8/time_pressure/episode28/step19,0.38,1
3.473239064156852,task14b/seed8/time_pressure/episode28/step19/unit2,11,0.742201312317146,0.9870604811925772,0.45339280366897583,-2.9220731258392334,2.0127525329589844,0.9039462044292209,32,time_pressure,8,train,task14b/seed8/time_pressure/episode28/step19,0.38,2
3.2817088303064677,task14b/seed8/time_pressure/episode8/step20/unit1,4,0.7300373754802263,0.9438032148775619,0.28975144028663635,-2.2554941177368164,0.47798436880111694,0.41629442795967686,32,time_pressure,8,test,task14b/seed8/time_pressure/episode8/step20,0.4,1
