method,method_type,train_scenario,eval_scenario,run_index,train_seed,evaluation_seed,episode_index,episode_seed,total_reward,steps,num_targets,num_intercepted,num_leaked,total_damage,ammo_used,shots,hits,invalid_actions,unit_decisions,actionable_decisions,engagements,actionable_engagements,all_noop_episode,success,decision_time_seconds,decision_time_ms,high_threat_threshold,num_high_threat_targets,num_high_threat_leaked,high_threat_leak_rate,zone_weighted_damage,engaged_target_events,conflict_target_events,assignment_conflict_rate,overkill_assignments,overkill_rate,intercepted_damage_potential,damage_reduction_per_ammo,resource_cost
role_conditioned_ar_ppo_order_012,learning,medium,medium,3,6,230,7,237,-92.62437823364805,50,5,0,4,2.3541459411216037,16,16,0,0,150,16,16,16,False,False,0.13707979997707298,2.7415959995414596,0.8,3,3,1.0,2.3541459411216037,16,0,0.0,0,0.0,0.0,0.0,17.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,3,6,230,8,238,-76.19954763428096,44,5,2,3,2.19069739184389,16,16,2,0,132,18,16,16,False,False,0.10635719996207627,2.4172090900471876,0.8,2,1,0.5,2.19069739184389,16,0,0.0,0,0.0,1.1033543593117758,0.06895964745698599,17.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,3,6,230,9,239,-126.34910171235461,47,5,1,4,2.813165344777281,16,16,1,0,141,16,16,16,False,False,0.11341669999092119,2.4131212764025785,0.8,3,3,1.0,2.813165344777281,16,0,0.0,0,0.0,0.6830720794771172,0.04269200496731983,17.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,4,7,240,0,240,-68.19305805072429,50,5,0,4,2.1064352683574774,0,0,0,0,150,137,0,0,True,False,0.1302818999538431,2.605637999076862,0.8,1,0,0.0,2.1064352683574774,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,4,7,240,1,241,-69.87686972420565,50,5,0,3,2.162562324140188,0,0,0,0,150,150,0,0,True,False,0.12048700000741519,2.409740000148304,0.8,2,2,1.0,2.162562324140188,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,4,7,240,2,242,-46.76561253384322,50,5,0,2,1.3921870844614397,0,0,0,0,150,133,0,0,True,False,0.1322914999909699,2.645829999819398,0.8,2,0,0.0,1.3921870844614397,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,4,7,240,3,243,-72.29071869878368,50,5,0,4,2.243023956626123,0,0,0,0,150,150,0,0,True,False,0.1199228999830666,2.398457999661332,0.8,2,1,0.5,2.243023956626123,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,4,7,240,4,244,-124.20097097204119,48,5,0,5,3.146699032401374,0,0,0,0,144,144,0,0,True,False,0.11809730001550633,2.4603604169897153,0.8,2,2,1.0,3.146699032401374,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,4,7,240,5,245,-107.3521766599192,47,5,0,4,2.5884058886639725,0,0,0,0,141,141,0,0,True,False,0.13070390001666965,2.780934042907865,0.8,2,2,1.0,2.5884058886639725,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,4,7,240,6,246,-109.34241998281624,49,5,0,4,2.6480806660938736,0,0,0,0,147,144,0,0,True,False,0.13397209998220205,2.734124489432695,0.8,3,2,0.6666666666666666,2.6480806660938736,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,4,7,240,7,247,-120.51780503008638,40,5,0,4,3.050593501002879,0,0,0,0,120,116,0,0,True,False,0.1035284999961732,2.58821249990433,0.8,2,2,1.0,3.0505935010028784,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,4,7,240,8,248,-43.846443143431635,50,5,0,2,1.2948814381143867,0,0,0,0,150,143,0,0,True,False,0.12292250000609783,2.4584500001219567,0.8,3,1,0.3333333333333333,1.2948814381143867,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,4,7,240,9,249,-104.28318839316262,27,5,0,3,2.5527729464387536,0,0,0,0,81,79,0,0,True,False,0.06640019998303615,2.459266666038376,0.8,2,1,0.5,2.5527729464387536,0,0,0.0,0,0.0,0.0,0.0,0.0
